added_timestamp,finished_experiment,group,is_cs,user_experiment_id,item_id,cold_start_movies,rating,recommended_movies,budget_inf,popularity_inf,movie_from_calibration,movie_selected
1668820901,,1,FALSE,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,,,,,,,,
1668821108,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt0861689,,,,M,T,,Ensaio Sobre a Cegueira (2008)
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,3943, ,,As Branquelas (2004),M,T,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,1441,,,Tarzan (1999),H,M,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,5818,,,A Proposta (2009),M,M,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,5349,,,O Cheiro do Ralo (2006),T,T,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,6311,,,Demônio (2010),M,T,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,3755,,,Carandiru (2003),T,T,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,1293,,,Patch Adams: O Amor é Contagioso (1998),H,M,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,5630,,,Ensaio Sobre a Cegueira (2008),M,T,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,6421,,,Caça às Bruxas (2011),M,T,FALSE,
1668821056,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,5802,,,Arraste-me Para o Inferno (2009),M,T,TRUE,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt1790864,Maze Runner: Correr ou Morrer (2014),4,,M,M,,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt2464018,Minha Mãe é uma Peça: O Filme (2013),5,,T,T,,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt1104001,Tron: O Legado (2010),4,,H,M,,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt1661199,Cinderela (2015),5,,H,T,,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt0385880,A Casa Monstro (2006),5,,H,T,,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt1103153,Par Perfeito (2010),4,,H,T,,
1668821054,,,,0078f5ea-95b7-421b-b0c7-dfa59f9b07c1,tt1229238,Missão: Impossível - Protocolo Fantasma (2011),4,,H,M,,
1668650330,,1,FALSE,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,,,,,,,,
1668650486,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt0421994,,,,M,T,,Imagine Eu e Você (2005)
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,7173,,,Invasão à Casa Branca (2013),H,T,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,7080,,,Jack Reacher: O Último Tiro (2012),H,T,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,6861,,,Um Homem de Sorte (2012),M,T,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,6550,,,Kung Fu Panda 2 (2011),H,T,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,7254,,,O Ataque (2013),H,T,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,4855,,,Carros (2006),H,M,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,6222,,,Meu Malvado Favorito (2010),H,M,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,6959,,,As Palavras (2012),T,T,FALSE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,6788,,,Como Agarrar Meu Ex-Namorado (2012),M,T,TRUE,
1668650425,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,4771,,,Imagine Eu e Você (2005),M,T,TRUE,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1613750,Expedição Kon Tiki (2012),4,,M,T,,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1971352,Obediência (2012),4,,T,T,,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1205537,Operação Sombra: Jack Ryan (2014),4,,H,T,,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1586265,O Que Esperar Quando Você Está Esperando (2012),3,,M,T,,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1001526,Megamente (2010),4,,H,M,,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1216475,Carros 2 (2011),3,,H,T,,
1668650424,,,,00e0b1ae-03fe-4acb-a314-0dc99b34aa5c,tt1540128,Um Bom Partido (2012),3,,M,T,,
1668113323,,3,TRUE,00ee3c10-c401-4d7d-976a-dce68dd14db5,,,,,,,,
1668113753,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt0381707,,,,M,T,,As Branquelas (2004)
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,3943,,,As Branquelas (2004),M,T,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,6520,,,Velozes & Furiosos 5: Operação Rio (2011),H,T,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,7253,,,Meu Malvado Favorito 2 (2013),H,M,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,6311,,,Demônio (2010),M,T,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,6691,,,Qual Seu Número? (2011),M,T,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,7223,,,"Se Beber, Não Case! - Parte III (2013)",H,T,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,5818,,,A Proposta (2009),M,M,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,5630,,,Ensaio Sobre a Cegueira (2008),M,T,FALSE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,7752,,,O Jogo da Imitação (2014),M,M,TRUE,
1668113672,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,1293,,,Patch Adams: O Amor é Contagioso (1998),H,M,TRUE,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1205537,Operação Sombra: Jack Ryan (2014),2,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1586265,O Que Esperar Quando Você Está Esperando (2012),4,,M,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1001526,Megamente (2010),4,,H,M,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1216475,Carros 2 (2011),4,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1790864,Maze Runner: Correr ou Morrer (2014),4,,M,M,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1080016,A Era do Gelo 3 (2009),5,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt2464018,Minha Mãe é uma Peça: O Filme (2013),2,,T,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt0804497,"Se Enlouquecer, Não Se Apaixone (2010)",4,,M,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt2234155,Os Estagiários (2013),2,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1540128,Um Bom Partido (2012),3,,M,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt0385880,A Casa Monstro (2006),5,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt0816692,Interestelar (2014),5,,H,M,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1877832,X-Men: Dias de um Futuro Esquecido (2014),4,,H,M,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1905041,Velozes & Furiosos 6 (2013),3,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1279935,Uma Noite Fora de Série (2010),2,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1637725,Ted (2012),1,,M,M,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1103153,Par Perfeito (2010),4,,H,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1650554,Kick-Ass 2 (2013),4,,M,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt2609912,Kevin Hart: Eu Já Explico (2013),1,,T,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt2390361,À Procura do Amor (2013),2,,M,T,,
1668113667,,,,00ee3c10-c401-4d7d-976a-dce68dd14db5,tt1538403,Os Instrumentos Mortais: Cidade dos Ossos (2013),3,,H,T,,
1668818862,,4,FALSE,018874a7-0ba4-4bbf-85e8-2454ff265a27,,,,,,,,
1668819674,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0120363,,,,H,M,,Toy Story 2 (1999)
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,1694,,,Toy Story 2 (1999),H,M,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,456,,,Sabrina (1954),M,M,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,9,,,Meu Querido Presidente (1995),H,M,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,2,,,Dois Velhos Mais Rabugentos (1995),M,M,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,420,,,Emma (1996),M,M,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,193,,,Enquanto Você Dormia (1995),M,M,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,210,,,O Rei Leão (1994),H,H,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,3502,,,O Pai da Noiva (1991),M,T,FALSE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,288,,,Muito Barulho Por Nada (1993),M,M,TRUE,
1668819614,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,182,,,Meu Papai é Noel (1994),M,M,TRUE,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0114709,Toy Story: Um Mundo de Aventuras (1995),5,,M,H,,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0113041,O Pai da Noiva II (1995),5,,M,M,,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0114388,Razão e Sensibilidade (1995),3,,M,M,,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0113497,Jumanji (1995),5,,H,M,,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0114319,Sabrina (1995),5,,H,M,,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0114576,Morte Súbita (1995),3,,H,M,,
1668819613,,,,018874a7-0ba4-4bbf-85e8-2454ff265a27,tt0113277,Fogo Contra Fogo (1995),3,,H,M,,
1668865097,,4,FALSE,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,,,,,,,,
1668865562,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt0071615,,,,T,T,,A Montanha Sagrada (1973)
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,4201,,,A Montanha Sagrada (1973),T,T,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,4193,,,El Topo (1970),T,T,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,5485,,,Kung Fu Panda (2008),H,M,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,7393,,,Jogos Vorazes: Em Chamas (2013),H,M,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,5699,,,Coração de Tinta: O Livro Mágico (2008),H,T,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,4618,,,O Senhor das Armas (2005),H,M,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,2569,,,Tá Todo Mundo Louco! (2001),H,M,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,6253,,,Scott Pilgrim Contra o Mundo (2010),H,M,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,5356,,,Como Estrelas na Terra (2007),T,T,FALSE,
1668865368,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,599,,,Brazil: O Filme (1985),M,M,FALSE,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1591095,Sobrenatural (2010),5,,T,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt2301592,A Dança da Realidade (2013),5,,T,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1205537,Operação Sombra: Jack Ryan (2014),5,,H,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1498858,Ocean Heaven (2010),5,,T,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1586265,O Que Esperar Quando Você Está Esperando (2012),5,,M,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt2216240,Sequestro (2012),5,,T,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1001526,Megamente (2010),5,,H,M,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1216475,Carros 2 (2011),5,,H,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1229381,Fora da Lei (2010),5,,M,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1540128,Um Bom Partido (2012),5,,M,T,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt1951265,Jogos Vorazes: A Esperança - Parte 1 (2014),5,,H,M,,
1668865367,,,,01e7b778-ddbe-40d5-8d07-77b55fb0dd21,tt0438488,O Exterminador do Futuro 4: A Salvação (2009),5,,H,M,,
1668742145,,0,FALSE,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,,,,,,,,
1668742302,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt0317219,,,,H,M,,Carros (2006)
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,4193,,,El Topo (1970),T,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,4855,,,Carros (2006),H,M,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,7173,,,Invasão à Casa Branca (2013),H,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,5659,,,Che: O Argentino (2008),M,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,7080,,,Jack Reacher: O Último Tiro (2012),H,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,4201,,,A Montanha Sagrada (1973),T,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,6980,,,Holy Motors (2012),T,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,4864,,,O Diabo Veste Prada (2006),M,M,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,5080,,,Dias de Glória (2006),M,T,FALSE,
1668742236,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,2387,,,Salvador - O Martírio de um Povo (1986),M,T,FALSE,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt2301592,A Dança da Realidade (2013),5,,T,T,,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt1613750,Expedição Kon Tiki (2012),5,,M,T,,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt1205537,Operação Sombra: Jack Ryan (2014),5,,H,T,,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt1001526,Megamente (2010),5,,H,M,,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt1216475,Carros 2 (2011),5,,H,T,,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt1229381,Fora da Lei (2010),5,,M,T,,
1668742235,,,,01f5bae1-30ea-478b-b70c-ba1ac32b67f6,tt1540128,Um Bom Partido (2012),5,,M,T,,
1668100057,,1,TRUE,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,,,,,,,,
1668100666,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt0245429,,,,M,M,,A Viagem de Chihiro (2001)
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,4384,,,Entrando Numa Fria Maior Ainda (2004),H,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,2976,,,A Viagem de Chihiro (2001),M,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,6113,,,Como Treinar o Seu Dragão (2010),H,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,4584,,,Serenity: A Luta Pelo Amanhã (2005),M,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,6222,,,Meu Malvado Favorito (2010),H,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,6366,,,Enrolados (2010),H,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,3106,,,Encontro de Amor (2002),H,T,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,3122,,,Meu Amigo Totoro (1988),M,M,FALSE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,6617,,,A Outra Terra (2011),T,T,TRUE,
1668100613,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,5324,,,A Bússola de Ouro (2007),H,T,TRUE,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt1001526,Megamente (2010),5,,H,M,,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt0347149,O Castelo Animado (2004),5,,M,M,,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt1181614,O Morro dos Ventos Uivantes (2011),3,,T,T,,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt1564367,Esposa de Mentirinha (2011),2,,H,T,,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt0970866,Entrando Numa Fria Maior Ainda com a Família (2010),1,,H,T,,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt1190080,2012 (2009),2,,H,M,,
1668100611,,,,02a9fcb5-6436-40a4-84d1-d720b7bef3c1,tt0486655,Stardust: O Mistério da Estrela (2007),4,,H,M,,
1668818187,,2,FALSE,035a718a-3132-4e05-8143-4e4bd8f5e917,,,,,,,,
1668818379,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1702439,,,,M,T,,Um Porto Seguro (2013)
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5699,,,Coração de Tinta: O Livro Mágico (2008),H,T,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5356,,,Como Estrelas na Terra (2007),T,T,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7326,,,Sobrenatural: Capítulo 2 (2013),T,T,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6253,,,Scott Pilgrim Contra o Mundo (2010),H,M,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7269,,,Invocação do Mal (2013),M,T,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7326,,,Sobrenatural: Capítulo 2 (2013),T,T,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,599,,,Brazil: O Filme (1985),M,M,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5356,,,Como Estrelas na Terra (2007),T,T,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,4618,,,O Senhor das Armas (2005),H,M,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6253,,,Scott Pilgrim Contra o Mundo (2010),H,M,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5699,,,Coração de Tinta: O Livro Mágico (2008),H,T,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5356,,,Como Estrelas na Terra (2007),T,T,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7326,,,Sobrenatural: Capítulo 2 (2013),T,T,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6253,,,Scott Pilgrim Contra o Mundo (2010),H,M,FALSE,
1668818329,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6691,,,Qual Seu Número? (2011),M,T,FALSE,
1668818330,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5699,,,Coração de Tinta: O Livro Mágico (2008),H,T,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7269,,,Invocação do Mal (2013),M,T,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6999,,,A Entidade (2012),T,T,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,4618,,,O Senhor das Armas (2005),H,M,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,599,,,Brazil: O Filme (1985),M,M,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,2569,,,Tá Todo Mundo Louco! (2001),H,M,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5699,,,Coração de Tinta: O Livro Mágico (2008),H,T,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5356,,,Como Estrelas na Terra (2007),T,T,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6999,,,A Entidade (2012),T,T,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,4618,,,O Senhor das Armas (2005),H,M,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6253,,,Scott Pilgrim Contra o Mundo (2010),H,M,FALSE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,2569,,,Tá Todo Mundo Louco! (2001),H,M,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,5699,,,Coração de Tinta: O Livro Mágico (2008),H,T,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7269,,,Invocação do Mal (2013),M,T,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6999,,,A Entidade (2012),T,T,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7326,,,Sobrenatural: Capítulo 2 (2013),T,T,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,599,,,Brazil: O Filme (1985),M,M,FALSE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,2569,,,Tá Todo Mundo Louco! (2001),H,M,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7269,,,Invocação do Mal (2013),M,T,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6999,,,A Entidade (2012),T,T,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,4618,,,O Senhor das Armas (2005),H,M,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,599,,,Brazil: O Filme (1985),M,M,FALSE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,2569,,,Tá Todo Mundo Louco! (2001),H,M,FALSE,
1668818329,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6584,,,Um Dia (2011),M,T,FALSE,
1668818329,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7755,,,Babá Fora de Controle (2014),T,T,FALSE,
1668818329,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7143,,,Um Porto Seguro (2013),M,T,FALSE,
1668818329,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,3428,,,Duplex (2003),M,T,FALSE,
1668818330,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6787,,,Intocáveis (2011),M,M,FALSE,
1668818330,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,6583,,,Amor a Toda Prova (2011),M,M,FALSE,
1668818251,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7077,,,Separados Pelo Destino (2010),M,T,TRUE,
1668818322,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7077,,,Separados Pelo Destino (2010),M,T,TRUE,
1668818330,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7269,,,Invocação do Mal (2013),M,T,TRUE,
1668818275,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7077,,,Separados Pelo Destino (2010),M,T,TRUE,
1668818299,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7077,,,Separados Pelo Destino (2010),M,T,TRUE,
1668818330,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,7269,,,Invocação do Mal (2013),M,T,TRUE,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1591095,Sobrenatural (2010),5,,T,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt2301592,A Dança da Realidade (2013),1,,T,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1613750,Expedição Kon Tiki (2012),1,,M,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1971352,Obediência (2012),1,,T,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1205537,Operação Sombra: Jack Ryan (2014),4,,H,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1498858,Ocean Heaven (2010),4,,T,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1586265,O Que Esperar Quando Você Está Esperando (2012),3,,M,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt2216240,Sequestro (2012),1,,T,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1001526,Megamente (2010),1,,H,M,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1216475,Carros 2 (2011),1,,H,T,,
1668818227,,,,035a718a-3132-4e05-8143-4e4bd8f5e917,tt1229381,Fora da Lei (2010),3,,M,T,,
