id,added_timestamp,user_experiment_id,group,item_id,rating,title,popularity_int,popularity_budget_inf
535,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt1591095,1,Sobrenatural (2010),T,T
533,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt1586265,2,O Que Esperar Quando Você Está Esperando (2012),T,M
531,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt1498858,1,Ocean Heaven (2010),T,T
534,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt2216240,2,Sequestro (2012),T,T
537,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt1229381,3,Fora da Lei (2010),T,M
532,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt1001526,4,Megamente (2010),M,H
536,1680493663,003d48b2-644a-4d45-8c9a-16fa014c63c6,0,tt2301592,1,A Dança da Realidade (2013),T,T
721,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1586265,3,O Que Esperar Quando Você Está Esperando (2012),T,M
722,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1001526,4,Megamente (2010),M,H
724,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1790864,4,Maze Runner: Correr ou Morrer (2014),M,M
723,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1103153,5,Par Perfeito (2010),T,H
726,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt2464018,5,Minha Mãe é uma Peça: O Filme (2013),T,T
727,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1905041,4,Velozes & Furiosos 6 (2013),T,H
728,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1080016,5,A Era do Gelo 3 (2009),T,H
725,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt1055292,5,Juntos Pelo Acaso (2010),T,M
729,1680528291,009bf3a0-296a-4345-85be-e6fa024d9cb7,4,tt0120855,4,Tarzan (1999),M,H
496,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt1001526,5,Megamente (2010),M,H
495,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt1080016,5,A Era do Gelo 3 (2009),T,H
491,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt1661199,4,Cinderela (2015),T,H
494,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt0385880,4,A Casa Monstro (2006),T,H
490,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt1055292,4,Juntos Pelo Acaso (2010),T,M
493,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt0087544,3,Nausicaä do Vale do Vento (1984),M,T
492,1680824505,01351f2d-7931-4dc8-b4ea-b670a087c89e,2,tt1568921,4,O Mundo dos Pequeninos (2010),T,M
2046,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1001526,5,Megamente (2010),M,H
2045,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1591095,5,Sobrenatural (2010),T,T
2047,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1586265,5,O Que Esperar Quando Você Está Esperando (2012),T,M
2044,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1216475,5,Carros 2 (2011),T,H
2052,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1559547,5,Dezesseis Luas (2013),T,H
2048,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1538403,5,Os Instrumentos Mortais: Cidade dos Ossos (2013),T,H
2049,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt0800369,5,Thor (2011),M,H
2051,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt1623205,5,Oz: Mágico e Poderoso (2013),T,H
2050,1680471409,01884a41-6cec-434e-80c1-6b711b9f401c,3,tt2369135,5,Need for Speed: O Filme (2014),T,H
317,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt1790864,5,Maze Runner: Correr ou Morrer (2014),M,M
315,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt0304141,5,Harry Potter e o Prisioneiro de Azkaban (2004),M,H
313,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt0338013,5,Brilho Eterno de uma Mente sem Lembranças (2004),H,M
314,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt0109830,5,Forrest Gump: O Contador de Histórias (1994),H,H
316,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt1457767,5,Invocação do Mal (2013),T,M
318,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt0848228,5,Os Vingadores: The Avengers (2012),M,H
319,1680461320,01d15a9b-12d4-48f5-861f-d0dc714f64ef,4,tt0281358,5,Um Amor para Recordar (2002),T,M
1116,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt1080016,5,A Era do Gelo 3 (2009),T,H
1117,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt1568921,4,O Mundo dos Pequeninos (2010),T,M
1115,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt0385880,5,A Casa Monstro (2006),T,H
1120,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt0328880,5,Irmão Urso (2003),T,H
1121,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt2243537,5,Inatividade Paranormal (2013),T,T
1118,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt1670345,4,Truque de Mestre (2013),M,H
1119,1679824070,022b0727-abba-498e-b76e-ac553df35658,2,tt1231580,4,Alvin e os Esquilos 2 (2009),T,H
384,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt1586265,2,O Que Esperar Quando Você Está Esperando (2012),T,M
385,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt1001526,4,Megamente (2010),M,H
390,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt1080016,3,A Era do Gelo 3 (2009),T,H
387,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt0120855,5,Tarzan (1999),M,H
388,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt0385880,4,A Casa Monstro (2006),T,H
389,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt0424095,3,Por Água Abaixo (2006),T,H
386,1680485466,02c1bfef-a927-437a-9ba2-427d780b631d,3,tt0032910,4,Pinóquio (1940),M,M
1279,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1001526,5,Megamente (2010),M,H
1275,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1591095,1,Sobrenatural (2010),T,T
1278,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1613750,1,Expedição Kon Tiki (2012),T,M
1281,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1586265,4,O Que Esperar Quando Você Está Esperando (2012),T,M
1277,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1971352,1,Obediência (2012),T,T
1280,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1498858,1,Ocean Heaven (2010),T,T
1282,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1205537,4,Operação Sombra: Jack Ryan (2014),T,H
1274,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1216475,5,Carros 2 (2011),T,H
1276,1680465052,02f044f1-095f-45d3-87aa-f0a58772b09e,1,tt1229381,3,Fora da Lei (2010),T,M
196,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt0241527,5,Harry Potter e a Pedra Filosofal (2001),M,H
197,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt0304141,5,Harry Potter e o Prisioneiro de Azkaban (2004),M,H
193,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt1661199,3,Cinderela (2015),T,H
194,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt2101569,3,In Your Eyes (2014),T,T
195,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt1670345,5,Truque de Mestre (2013),M,H
199,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt0330373,4,Harry Potter e o Cálice de Fogo (2005),M,H
198,1680819610,034a9236-4442-4770-b6b1-2dda765e77cd,1,tt0295297,4,Harry Potter e a Câmara Secreta (2002),M,H
831,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt1001526,3,Megamente (2010),M,H
830,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt1216475,3,Carros 2 (2011),T,H
836,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt1661199,4,Cinderela (2015),T,H
832,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt0114709,3,Toy Story: Um Mundo de Aventuras (1995),H,M
833,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt0113497,4,Jumanji (1995),M,H
835,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt1790864,4,Maze Runner: Correr ou Morrer (2014),M,M
834,1680462527,0365cdbb-e6a8-48fe-b79c-73d9366694d3,3,tt0414387,5,Orgulho e Preconceito (2005),M,M
327,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt1216475,3,Carros 2 (2011),T,H
329,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt0414387,5,Orgulho e Preconceito (2005),M,M
328,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt0914798,5,O Menino do Pijama Listrado (2008),T,M
330,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt0861739,5,Tropa de Elite (2007),T,T
331,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt0330373,5,Harry Potter e o Cálice de Fogo (2005),M,H
332,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt0903624,5,O Hobbit: Uma Jornada Inesperada (2012),M,H
333,1680461346,038fb863-ddf6-4873-b2e6-62efb1895049,0,tt0119558,4,Lolita (1997),T,H
436,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt1586265,5,O Que Esperar Quando Você Está Esperando (2012),T,M
438,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt1498858,5,Ocean Heaven (2010),T,T
435,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt1216475,5,Carros 2 (2011),T,H
437,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt1540128,5,Um Bom Partido (2012),T,M
439,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt0114709,5,Toy Story: Um Mundo de Aventuras (1995),H,M
440,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt0113497,5,Jumanji (1995),M,H
441,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt0113041,5,O Pai da Noiva II (1995),M,M
443,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt0114576,5,Morte Súbita (1995),M,H
442,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt0113189,5,007 Contra GoldenEye (1995),H,H
444,1680487187,04683bef-1995-41ca-a314-bf98212019e7,4,tt0112346,5,Meu Querido Presidente (1995),M,H
397,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1216475,4,Carros 2 (2011),T,H
396,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1001526,3,Megamente (2010),M,H
398,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1080016,5,A Era do Gelo 3 (2009),T,H
400,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1527186,3,Melancolia (2011),T,M
402,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1133985,1,Lanterna Verde (2011),T,H
399,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1167638,3,22 Balas (2010),T,M
401,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1412386,5,O Exótico Hotel Marigold (2011),T,M
403,1679779880,048a0b29-7dd5-4454-be7e-09f37b670381,1,tt1798709,5,Ela (2013),M,M
367,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1001526,5,Megamente (2010),M,H
366,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1205537,3,Operação Sombra: Jack Ryan (2014),T,H
368,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1080016,5,A Era do Gelo 3 (2009),T,H
370,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1661199,5,Cinderela (2015),T,H
369,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt2203939,5,Mulheres ao Ataque (2014),T,M
371,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1055292,5,Juntos Pelo Acaso (2010),T,M
372,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1605783,3,Meia Noite em Paris (2011),M,M
373,1680822571,050a9c4f-535a-4ca2-be0c-2e32f47f6392,3,tt1986843,3,Um Plano Perfeito (2012),T,M
253,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt1001526,4,Megamente (2010),M,H
251,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt1591095,5,Sobrenatural (2010),T,T
255,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt1586265,5,O Que Esperar Quando Você Está Esperando (2012),T,M
254,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt1205537,4,Operação Sombra: Jack Ryan (2014),T,H
252,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt1216475,4,Carros 2 (2011),T,H
256,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt0241527,5,Harry Potter e a Pedra Filosofal (2001),M,H
257,1680461100,0520d67c-52b8-445b-aced-0d669d3ea705,0,tt0295297,5,Harry Potter e a Câmara Secreta (2002),M,H
528,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt1001526,4,Megamente (2010),M,H
529,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt1586265,4,O Que Esperar Quando Você Está Esperando (2012),T,M
530,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt1216475,4,Carros 2 (2011),T,H
531,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt1540128,4,Um Bom Partido (2012),T,M
532,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt1790864,5,Maze Runner: Correr ou Morrer (2014),M,M
534,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt1055292,5,Juntos Pelo Acaso (2010),T,M
533,1680461789,05a36045-7d5f-4be8-9126-9092bcd246de,5,tt0385880,5,A Casa Monstro (2006),T,H
739,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt1586265,3,O Que Esperar Quando Você Está Esperando (2012),T,M
740,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt1216475,3,Carros 2 (2011),T,H
743,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt1661199,4,Cinderela (2015),T,H
745,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt1055292,4,Juntos Pelo Acaso (2010),T,M
742,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt0120855,5,Tarzan (1999),M,H
744,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt1605783,5,Meia Noite em Paris (2011),M,M
741,1680530001,05e111a0-3e6d-4bbe-a238-4982e1620251,0,tt0259974,4,Digimon: O Filme (2000),T,M
357,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt1586265,4,O Que Esperar Quando Você Está Esperando (2012),T,M
356,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt1216475,3,Carros 2 (2011),T,H
355,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt1001526,3,Megamente (2010),M,H
359,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt1055292,5,Juntos Pelo Acaso (2010),T,M
358,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt0892318,4,Cartas para Julieta (2010),T,M
360,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt1661199,4,Cinderela (2015),T,H
361,1679779634,06483068-8764-4ab9-9140-f13e4904f70c,1,tt0120762,5,Mulan (1998),M,H
1800,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt1001526,5,Megamente (2010),M,H
1804,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt1667353,3,"Espelho, Espelho Meu (2012)",T,H
1806,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt1103153,4,Par Perfeito (2010),T,H
1802,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt0120855,5,Tarzan (1999),M,H
1803,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt0032910,5,Pinóquio (1940),M,M
1805,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt1055292,5,Juntos Pelo Acaso (2010),T,M
1801,1680469249,07507c00-3001-4658-9229-3427d94590e9,3,tt0385880,5,A Casa Monstro (2006),T,H
496,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0241527,5,Harry Potter e a Pedra Filosofal (2001),M,H
497,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0295297,4,Harry Potter e a Câmara Secreta (2002),M,H
498,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0304141,5,Harry Potter e o Prisioneiro de Azkaban (2004),M,H
499,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0330373,3,Harry Potter e o Cálice de Fogo (2005),M,H
500,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0373889,3,Harry Potter e a Ordem da Fênix (2007),M,H
501,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0417741,3,Harry Potter e o Enigma do Príncipe (2009),M,H
503,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt0926084,5,Harry Potter e as Relíquias da Morte - Parte 1 (2010),M,H
502,1679780610,076acda8-7215-4653-bdb8-e93ea5639c10,2,tt1201607,5,Harry Potter e as Relíquias da Morte - Parte 2 (2011),M,H
969,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt1001526,5,Megamente (2010),M,H
972,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt1661199,5,Cinderela (2015),T,H
975,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt1486185,5,A Garota da Capa Vermelha (2011),T,M
970,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt0120855,5,Tarzan (1999),M,H
971,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt1080016,5,A Era do Gelo 3 (2009),T,H
973,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt2203939,5,Mulheres ao Ataque (2014),T,M
974,1680462976,0793bc6b-a228-40d7-b0e6-62bf8cc0bf43,5,tt2180411,5,Caminhos da Floresta (2014),T,M
621,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt1001526,5,Megamente (2010),M,H
620,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt1205537,5,Operação Sombra: Jack Ryan (2014),T,H
622,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt1216475,4,Carros 2 (2011),T,H
624,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt0848228,5,Os Vingadores: The Avengers (2012),M,H
623,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt0281358,5,Um Amor para Recordar (2002),T,M
625,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt0182789,5,O Homem Bicentenário (1999),M,H
626,1680461969,07de0add-1abb-4b80-9db1-98412b2d0e1a,5,tt0381707,5,As Branquelas (2004),T,M
562,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt1586265,3,O Que Esperar Quando Você Está Esperando (2012),T,M
563,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt2464018,5,Minha Mãe é uma Peça: O Filme (2013),T,T
566,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt1790864,4,Maze Runner: Correr ou Morrer (2014),M,M
564,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt1055292,5,Juntos Pelo Acaso (2010),T,M
565,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt1126618,4,Uma Manhã Gloriosa (2010),T,M
568,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt2203939,4,Mulheres ao Ataque (2014),T,M
567,1680461831,08cce154-4c9e-4431-a732-0d81ac413c43,5,tt1905041,4,Velozes & Furiosos 6 (2013),T,H
22,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1001526,5,Megamente (2010),M,H
21,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1591095,2,Sobrenatural (2010),T,T
20,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1586265,4,O Que Esperar Quando Você Está Esperando (2012),T,M
26,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1498858,1,Ocean Heaven (2010),T,T
25,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1205537,3,Operação Sombra: Jack Ryan (2014),T,H
23,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1216475,5,Carros 2 (2011),T,H
24,1680459909,09bef67f-3627-47cd-9a8b-302b5ef07222,4,tt1540128,4,Um Bom Partido (2012),T,M
1002,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt1540128,1,Um Bom Partido (2012),T,M
998,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt1586265,5,O Que Esperar Quando Você Está Esperando (2012),T,M
997,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt1205537,5,Operação Sombra: Jack Ryan (2014),T,H
999,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt1216475,5,Carros 2 (2011),T,H
996,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt1001526,5,Megamente (2010),M,H
1000,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt2216240,3,Sequestro (2012),T,T
1001,1679797310,0a1770d0-2aae-47ea-b4b3-89193a3728e4,2,tt1498858,1,Ocean Heaven (2010),T,T
39,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt1001526,4,Megamente (2010),M,H
35,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt1667353,4,"Espelho, Espelho Meu (2012)",T,H
34,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt1790864,4,Maze Runner: Correr ou Morrer (2014),M,M
36,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt2464018,5,Minha Mãe é uma Peça: O Filme (2013),T,T
37,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt1905041,4,Velozes & Furiosos 6 (2013),T,H
38,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt1661199,5,Cinderela (2015),T,H
40,1680473615,0b214e62-1090-4cfa-ba9a-323d7ff75220,4,tt1080016,4,A Era do Gelo 3 (2009),T,H
78,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt1001526,5,Megamente (2010),M,H
79,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt1216475,4,Carros 2 (2011),T,H
80,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt1790864,4,Maze Runner: Correr ou Morrer (2014),M,M
81,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt1103153,5,Par Perfeito (2010),T,H
82,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt0424095,5,Por Água Abaixo (2006),T,H
83,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt0120855,5,Tarzan (1999),M,H
84,1680460324,0b28af51-0dc9-4bd0-886c-c6e92dcc8125,0,tt1080016,5,A Era do Gelo 3 (2009),T,H
284,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt0113497,5,Jumanji (1995),M,H
289,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt1790864,5,Maze Runner: Correr ou Morrer (2014),M,M
290,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt1103153,5,Par Perfeito (2010),T,H
287,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt1661199,5,Cinderela (2015),T,H
286,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt1055292,5,Juntos Pelo Acaso (2010),T,M
285,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt2203939,4,Mulheres ao Ataque (2014),T,M
288,1680479430,0bf94ad7-888b-4c73-bd1c-d9f374a7201a,0,tt1758692,4,Loucamente Apaixonados (2011),T,T
252,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1001526,1,Megamente (2010),M,H
250,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1540128,1,Um Bom Partido (2012),T,M
245,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1216475,4,Carros 2 (2011),T,H
246,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1205537,1,Operação Sombra: Jack Ryan (2014),T,H
256,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1586265,1,O Que Esperar Quando Você Está Esperando (2012),T,M
253,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1229381,1,Fora da Lei (2010),T,M
249,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt2301592,1,A Dança da Realidade (2013),T,T
248,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1613750,1,Expedição Kon Tiki (2012),T,M
255,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1591095,1,Sobrenatural (2010),T,T
251,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1498858,1,Ocean Heaven (2010),T,T
254,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt2216240,1,Sequestro (2012),T,T
247,1680821138,0c6a86c5-cf8e-4ed7-b9c5-f59c62f679fc,2,tt1971352,1,Obediência (2012),T,T
1893,1680469985,0d4a3433-a3dd-4d31-87b0-51b3728df18c,4,tt1001526,5,Megamente (2010),M,H
1890,1680469985,0d4a3433-a3dd-4d31-87b0-51b3728df18c,4,tt1591095,5,Sobrenatural (2010),T,T
1892,1680469985,0d4a3433-a3dd-4d31-87b0-51b3728df18c,4,tt1586265,4,O Que Esperar Quando Você Está Esperando (2012),T,M
1891,1680469985,0d4a3433-a3dd-4d31-87b0-51b3728df18c,4,tt1205537,4,Operação Sombra: Jack Ryan (2014),T,H
1889,1680469985,0d4a3433-a3dd-4d31-87b0-51b3728df18c,4,tt1216475,5,Carros 2 (2011),T,H
